prefecture,area,type,date_from,date_to
兵庫県,加古川市,other,2021-06-21,2021-07-11
兵庫県,高砂市,other,2021-06-21,2021-07-11
兵庫県,加古郡稲美町,other,2021-06-21,2021-07-11
兵庫県,加古郡播磨町,other,2021-06-21,2021-07-11
兵庫県,姫路市,other,2021-06-21,2021-07-11
兵庫県,神戸市,other,2021-08-02,2021-08-19
兵庫県,尼崎市,other,2021-08-02,2021-08-19
兵庫県,西宮市,other,2021-08-02,2021-08-19
兵庫県,芦屋市,other,2021-08-02,2021-08-19
兵庫県,伊丹市,other,2021-08-02,2021-08-19
兵庫県,宝塚市,other,2021-08-02,2021-08-19
兵庫県,川西市,other,2021-08-02,2021-08-19
兵庫県,三田市,other,2021-08-02,2021-08-19
兵庫県,川辺郡猪名川町,other,2021-08-02,2021-08-19
兵庫県,明石市,other,2021-08-02,2021-08-19
兵庫県,加古川市,other,2021-08-02,2021-08-19
兵庫県,高砂市,other,2021-08-02,2021-08-19
兵庫県,加古郡稲美町,other,2021-08-02,2021-08-19
兵庫県,加古郡播磨町,other,2021-08-02,2021-08-19
兵庫県,姫路市,other,2021-08-02,2021-08-19
兵庫県,西脇市,other,2021-08-16,2021-08-19
兵庫県,三木市,other,2021-08-16,2021-08-19
兵庫県,小野市,other,2021-08-16,2021-08-19
兵庫県,加西市,other,2021-08-16,2021-08-19
兵庫県,加東市,other,2021-08-16,2021-08-19
兵庫県,多可郡多可町,other,2021-08-16,2021-08-19
兵庫県,神崎郡神河町,other,2021-08-16,2021-08-19
兵庫県,神崎郡市川町,other,2021-08-16,2021-08-19
兵庫県,神崎郡福崎町,other,2021-08-16,2021-08-19
兵庫県,相生市,other,2021-08-16,2021-08-19
兵庫県,たつの市,other,2021-08-16,2021-08-19
兵庫県,赤穂市,other,2021-08-16,2021-08-19
兵庫県,宍粟市,other,2021-08-16,2021-08-19
兵庫県,揖保郡太子町,other,2021-08-16,2021-08-19
兵庫県,赤穂郡上郡町,other,2021-08-16,2021-08-19
兵庫県,佐用郡佐用町,other,2021-08-16,2021-08-19
兵庫県,丹波篠山市,other,2021-08-16,2021-08-19
兵庫県,丹波市,other,2021-08-16,2021-08-19
兵庫県,洲本市,other,2021-08-16,2021-08-19
兵庫県,南あわじ市,other,2021-08-16,2021-08-19
兵庫県,淡路市,other,2021-08-16,2021-08-19
岡山県,岡山市,other,2021-08-20,2021-08-26
岡山県,倉敷市,other,2021-08-20,2021-08-26
岡山県,岡山市,other,2021-09-13,2021-09-30
岡山県,倉敷市,other,2021-09-13,2021-09-30
岡山県,津山市,other,2021-09-13,2021-09-30
岡山県,玉野市,other,2021-09-13,2021-09-30
岡山県,笠岡市,other,2021-09-13,2021-09-30
岡山県,井原市,other,2021-09-13,2021-09-30
岡山県,総社市,other,2021-09-13,2021-09-30
岡山県,備前市,other,2021-09-13,2021-09-30
岡山県,赤磐市,other,2021-09-13,2021-09-30
岡山県,真庭市,other,2021-09-13,2021-09-30
岡山県,浅口市,other,2021-09-13,2021-09-30
岡山県,都窪郡早島町,other,2021-09-13,2021-09-30
岡山県,小田郡矢掛町,other,2021-09-13,2021-09-30
岡山県,勝田郡勝央町,other,2021-09-13,2021-09-30
岡山県,勝田郡奈義町,other,2021-09-13,2021-09-30
岡山県,久米郡久米南町,other,2021-09-13,2021-09-30
岡山県,久米郡美咲町,other,2021-09-13,2021-09-30
広島県,広島市,other,2021-08-20,2021-08-26
広島県,三原市,other,2021-08-20,2021-08-26
広島県,廿日市市,other,2021-08-20,2021-08-26
広島県,呉市,other,2021-08-20,2021-08-26
広島県,尾道市,other,2021-08-20,2021-08-26
広島県,福山市,other,2021-08-20,2021-08-26
広島県,府中市,other,2021-08-20,2021-08-26
広島県,竹原市,other,2021-08-20,2021-08-26
広島県,東広島市,other,2021-08-20,2021-08-26
広島県,安芸郡府中町,other,2021-08-20,2021-08-26
広島県,安芸郡海田町,other,2021-08-20,2021-08-26
広島県,安芸郡坂町,other,2021-08-20,2021-08-26
香川県,高松市,other,2021-08-20,2021-09-30
愛媛県,松山市,other,2021-04-25,2021-05-22
愛媛県,松山市,other,2021-08-20,2021-09-12
高知県,高知市,other,2021-08-27,2021-09-12
福岡県,福岡市,other,2021-06-21,2021-07-11
福岡県,北九州市,other,2021-06-21,2021-07-11
福岡県,久留米市,other,2021-06-21,2021-07-11
福岡県,福岡市,other,2021-08-02,2021-08-19
福岡県,北九州市,other,2021-08-02,2021-08-19
福岡県,久留米市,other,2021-08-02,2021-08-19
福岡県,筑紫野市,other,2021-08-02,2021-08-19
福岡県,春日市,other,2021-08-02,2021-08-19
福岡県,大野城市,other,2021-08-02,2021-08-19
福岡県,宗像市,other,2021-08-02,2021-08-19
福岡県,太宰府市,other,2021-08-02,2021-08-19
福岡県,古賀市,other,2021-08-02,2021-08-19
福岡県,福津市,other,2021-08-02,2021-08-19
福岡県,朝倉市,other,2021-08-02,2021-08-19
福岡県,糸島市,other,2021-08-02,2021-08-19
福岡県,那珂川市,other,2021-08-02,2021-08-19
福岡県,糟屋郡宇美町,other,2021-08-02,2021-08-19
福岡県,糟屋郡篠栗町,other,2021-08-02,2021-08-19
福岡県,糟屋郡志免町,other,2021-08-02,2021-08-19
福岡県,糟屋郡須恵町,other,2021-08-02,2021-08-19
福岡県,糟屋郡新宮町,other,2021-08-02,2021-08-19
福岡県,糟屋郡久山町,other,2021-08-02,2021-08-19
福岡県,糟屋郡粕屋町,other,2021-08-02,2021-08-19
福岡県,朝倉郡筑前町,other,2021-08-02,2021-08-19
福岡県,朝倉郡東峰村,other,2021-08-02,2021-08-19
熊本県,熊本市,other,2021-05-16,2021-06-13
熊本県,熊本市,other,2021-08-08,2021-09-30
佐賀県,旧唐津市,city,2021-08-27,2021-09-12
長崎県,長崎市,other,2021-08-27,2021-09-12
長崎県,佐世保市,other,2021-08-27,2021-09-12
宮崎県,宮崎市,other,2021-08-27,2021-09-30
宮崎県,日向市,other,2021-08-27,2021-09-12
宮崎県,東臼杵郡門川町,other,2021-08-27,2021-09-12
鹿児島県,鹿児島市,other,2021-08-20,2021-09-30
鹿児島県,霧島市,other,2021-08-20,2021-09-12
鹿児島県,姶良市,other,2021-08-20,2021-09-12
沖縄県,那覇市,other,2021-04-12,2021-05-22
沖縄県,名護市,other,2021-04-12,2021-05-22
沖縄県,うるま市,other,2021-04-12,2021-05-22
沖縄県,沖縄市,other,2021-04-12,2021-05-22
沖縄県,宜野湾市,other,2021-04-12,2021-05-22
沖縄県,南城市,other,2021-04-12,2021-05-22
沖縄県,浦添市,other,2021-04-12,2021-05-22
沖縄県,豊見城市,other,2021-04-12,2021-05-22
沖縄県,糸満市,other,2021-04-12,2021-05-22
沖縄県,島尻郡南風原町,other,2021-05-01,2021-05-22
沖縄県,島尻郡八重瀬町,other,2021-05-01,2021-05-22
沖縄県,島尻郡与那原町,other,2021-05-01,2021-05-22
沖縄県,中頭郡西原町,other,2021-05-01,2021-05-22
沖縄県,中頭郡北谷町,other,2021-05-01,2021-05-22
沖縄県,石垣市,other,2021-05-12,2021-05-22
